Main_Page	http://sk.dbpedia.org/resource/Hlavná_stránka
Hlavná_stránka	http://sk.dbpedia.org/resource/Wikipédia:O_Wikipédii http://sk.dbpedia.org/resource/Wikipédia:Príručka http://sk.dbpedia.org/resource/Pomoc:Obsah http://sk.dbpedia.org/resource/Wikipédia:Najlepšie_články http://sk.dbpedia.org/resource/Kategória:Wikiportály http://sk.dbpedia.org/resource/Kategória:Základné_kategórie http://sk.dbpedia.org/resource/Wikipédia:Rýchly_index http://sk.dbpedia.org/resource/Súbor:Bluebg.png http://sk.dbpedia.org/resource/Súbor:HSDagensdatum.svg http://sk.dbpedia.org/resource/%7B%7BCURRENTDAY%7D%7D._%7B%7BCURRENTMONTHNAME%7D%7D http://sk.dbpedia.org/resource/Súbor:HSutvald2.svg http://sk.dbpedia.org/resource/Súbor:HSVissteduatt.svg http://sk.dbpedia.org/resource/Súbor:HSBild.svg http://sk.dbpedia.org/resource/Súbor:Portal.svg http://sk.dbpedia.org/resource/Súbor:Greenbg_right.png http://sk.dbpedia.org/resource/Súbor:Vista-xmag.png http://sk.dbpedia.org/resource/Súbor:Gnome-globe.svg http://sk.dbpedia.org/resource/Súbor:Wikipedia-logo.png http://sk.dbpedia.org/resource/Súbor:Wikimedia-logo.svg http://sk.dbpedia.org/resource/Wmf:Zbieranie_príspevkov
Isaac_Newton	http://sk.dbpedia.org/resource/4._január http://sk.dbpedia.org/resource/1643
